Site,range,lat,dist.cont,dist.closest.site,dist.closest.forest,BIO1,BIO7,BIO12,BIO16,BIO17,forest,env.pca,clim.pca,Otu111,Otu838,Otu608,Otu205,Otu457,Otu541,Otu848,Otu837,Otu525,Otu294,Otu841,Otu216,Otu618,Otu316,Otu456,Otu969,Otu713,Otu70,Otu659,Otu202,Otu179,Otu512,Otu477,Otu727,Otu350,Otu415,Otu469,Otu1000,Otu842,Otu77,Otu37,Otu519,Otu593,Otu8,Otu1167,Otu395,Otu643,Otu118,Otu160,Otu630,Otu303,Otu74,Otu11,Otu718,Otu1150,Otu308,Otu28,Otu946,Otu1180,Otu372,Otu6,Otu169,Otu76,Otu334,Otu495,Otu247,Otu799,Otu131,Otu907,Otu459,Otu265,Otu107,Otu789,Otu156,Otu119,Otu895,Otu88,Otu16,Otu549,Otu14,Otu120,Otu49,Otu26,Otu839,Otu52,Otu123,Otu744,Otu369,Otu100,Otu244,Otu224,Otu417,Otu170,Otu913,Otu122,Otu167,Otu428,Otu219,Otu240,Otu22,Otu97,Otu914,Otu314,Otu266,Otu62,Otu341,Otu423,Otu712,Otu645,Otu588,Otu106,Otu451,Otu143,Otu38,Otu442,Otu386,Otu146,Otu267,Otu166,Otu402,Otu1166,Otu188,Otu2,Otu398,Otu419,Otu297,Otu197,Otu507,Otu35,Otu1110,Otu92,Otu656,Otu278,Otu82,Otu209,Otu523,Otu638,Otu537,Otu196,Otu235,Otu165,Otu1073,Otu288,Otu1083,Otu203,Otu271,Otu984,Otu538,Otu1009,Otu1036,Otu337,Otu25,Otu1135,Otu29,Otu261,Otu1149,Otu157,Otu671,Otu975,Otu1035,Otu142,Otu252,Otu479,Otu510,Otu1141,Otu992,Otu1146,Otu955,Otu129,Otu582,Otu154,Otu75,Otu1038,Otu1014,Otu1044,Otu987,Otu384,Otu675,Otu492,Otu330,Otu445,Otu96,Otu204,Otu161,Otu516,Otu229,Otu104,Otu391,Otu301,Otu190,Otu59,Otu293,Otu84,Otu83,Otu309,Otu256,Otu17,Otu1072,Otu7,Otu139,Otu342,Otu700,Otu780,Otu497,Otu103,Otu91,Otu141,Otu1112,Otu153,Otu279,Otu579,Otu1115,Otu15,Otu1061,Otu1114,Otu1069,Otu1143,Otu1148,Otu373,Otu440,Otu24,Otu381,Otu382,Otu734,Otu925,Otu857,Otu41,Otu291,Otu68,Otu462,Otu441,Otu78,Otu40,Otu550,Otu12,Otu1068,Otu1070,Otu760,Otu56,Otu1132,Otu44,Otu1104,Otu397,Otu767,Otu1155,Otu60,Otu1065,Otu486,Otu682,Otu1103,Otu1124,Otu1105,Otu772,Otu1066,Otu586,Otu73,Otu260,Otu241,Otu43,Otu215,Otu348,Otu30,Otu658,Otu325,Otu144,Otu680,Otu282,Otu890,Otu817,Otu389,Otu858,Otu162,Otu239,Otu329,Otu347,Otu470,Otu34,Otu312,Otu813,Otu1087,Otu530,Otu137,Otu548,Otu183,Otu1147,Otu345,Otu181,Otu843,Otu729,Otu168,Otu500,Otu353,Otu552,Otu1,Otu246,Otu221,Otu544,Otu1106,Otu735,Otu972,Otu430,Otu1058,Otu1122,Otu484,Otu705,Otu653,Otu452,Otu128,Otu1107,Otu689,Otu491,Otu737,Otu676,Otu483,Otu416,Otu426,Otu499,Otu238,Otu135,Otu272,Otu731,Otu65,Otu502,Otu286,Otu717,Otu565,Otu429,Otu1171,Otu1063,Otu543,Otu1059,Otu1164,Otu840,Otu736,Otu206,Otu536,Otu13,Otu321,Otu102,Otu412,Otu310,Otu454,Otu489,Otu728,Otu494,Otu612,Otu145,Otu210,Otu365,Otu461,Otu81,Otu93,Otu798,Otu1060,Otu340,Otu5,Otu522,Otu3,Otu613,Otu1057,Otu409,Otu420,Otu592,Otu1113,Otu281,Otu545,Otu948,Otu1051,Otu276,Otu609,Otu797,Otu443,Otu393,Otu406,Otu18,Otu720,Otu724,Otu597,Otu600,Otu250,Otu134,Otu568,Otu185,Otu924,Otu194,Otu152,Otu268,Otu761,Otu467,Otu405,Otu403,Otu485,Otu626,Otu619,Otu53,Otu557,Otu475,Otu136,Otu363,Otu820,Otu481,Otu746,Otu610,Otu953,Otu596,Otu723,Otu1054,Otu774,Otu632,Otu23,Otu567,Otu338,Otu95,Otu94,Otu45,Otu362,Otu850,Otu1085,Otu117,Otu750,Otu33,Otu21,Otu698,Otu245,Otu228,Otu251,Otu847,Otu358,Otu699,Otu1048,Otu1128,Otu1050,Otu390,Otu233,Otu828,Otu331,Otu827,Otu670,Otu399,Otu433,Otu418,Otu1165,Otu954,Otu105,Otu1159,Otu1158,Otu587,Otu572,Otu674,Otu628,Otu577,Otu64,Otu61,Otu726,Otu9,Otu36,Otu273,Otu364,Otu377,Otu463,Otu432,Otu716,Otu214,Otu151,Otu539,Otu159,Otu332,Otu71,Otu660,Otu27,Otu877,Otu1109,Otu425,Otu792,Otu1173,Otu1168,Otu140,Otu1100,Otu730,Otu400,Otu830,Otu851,Otu343,Otu243,Otu320,Otu385,Otu72,Otu411,Otu768,Otu227,Otu150,Otu51,Otu80,Otu357,Otu437,Otu50,Otu110,Otu493,Otu794,Otu709,Otu755,Otu802,Otu490,Otu787,Otu1111,Otu79,Otu85,Otu1136,Otu922,Otu636,Otu453,Otu629,Otu482,Otu231,Otu921,Otu299,Otu673,Otu754,Otu234,Otu741,Otu222,Otu1177,Otu743,Otu956,Otu595,Otu1028,Otu961,Otu758,Otu938,Otu967,Otu939,Otu1179,Otu652,Otu1178,Otu269,Otu1139,Otu520,Otu1116,Otu113,Otu127,Otu242,Otu311,Otu460,Otu663,Otu304,Otu116,Otu193,Otu126,Otu322,Otu355,Otu690,Otu1090,Otu602,Otu641,Otu1099,Otu1102,Otu882,Otu177,Otu835,Otu86,Otu176,Otu394,Otu540,Otu711,Otu471,Otu648,Otu575,Otu529,Otu580,Otu101,Otu551,Otu20,Otu759,Otu121,Otu57,Otu351,Otu32,Otu810,Otu89,Otu559,Otu503,Otu255,Otu517,Otu189,Otu504,Otu387,Otu480,Otu533,Otu918,Otu175,Otu326,Otu509,Otu258,Otu198,Otu742,Otu547,Otu635,Otu874,Otu421,Otu223,Otu296,Otu685,Otu408,Otu361,Otu352,Otu225,Otu90,Otu570,Otu374,Otu878,Otu133,Otu1092,Otu783,Otu707,Otu1096,Otu1095,Otu786,Otu583,Otu639,Otu521,Otu1094,Otu773,Otu1097,Otu359,Otu1046,Otu986,Otu589,Otu449,Otu514,Otu1020,Otu515,Otu1040,Otu963,Otu926,Otu1015,Otu1029,Otu994,Otu983,Otu1043,Otu1024,Otu719,Otu964,Otu1042,Otu970,Otu965,Otu973,Otu67,Otu285,Otu66,Otu173,Otu368,Otu31,Otu287,Otu284,Otu55,Otu200,Otu274,Otu290,Otu138,Otu655,Otu19,Otu764,Otu48,Otu201,Otu217,Otu677,Otu184,Otu366,Otu213,Otu356,Otu542,Otu264,Otu324,Otu668,Otu323,Otu46,Otu1071,Otu424,Otu218,Otu805,Otu98,Otu464,Otu226,Otu683,Otu1091,Otu649,Otu855,Otu770,Otu87,Otu779,Otu795,Otu1119,Otu501,Otu687,Otu58,Otu591,Otu905,Otu962,Otu776,Otu232,Otu125,Otu725,Otu192,Otu893,Otu132,Otu199,Otu899,Otu745,Otu148,Otu585,Otu692,Otu526,Otu1145,Otu195,Otu598,Otu535,Otu280,Otu771,Otu695,Otu812,Otu414,Otu349,Otu957,Otu450,Otu1131,Otu889,Otu738,Otu778,Otu785,Otu911,Otu534,Otu42,Otu300,Otu1098,Otu289,Otu305,Otu821,Otu155,Otu651,Otu721,Otu691,Otu439,Otu694,Otu69,Otu749,Otu99,Otu109,Otu371,Otu47,Otu182,Otu906,Otu236,Otu336,Otu257,Otu187,Otu910,Otu380,Otu333,Otu446,Otu115,Otu790,Otu769,Otu335,Otu317,Otu376,Otu571,Otu796,Otu825,Otu887,Otu1075,Otu622,Otu829,Otu220,Otu884,Otu879,Otu1093,Otu757,Otu313,Otu1162,Otu684,Otu620,Otu615,Otu563,Otu763,Otu208,Otu1082,Otu824,Otu845,Otu833,Otu319,Otu4,Otu679,Otu186,Otu396,Otu819,Otu346,Otu927,Otu513,Otu793,Otu747,Otu505,Otu211,Otu866,Otu388,Otu532,Otu791,Otu556,Otu558,Otu488,Otu518,Otu444,Otu902,Otu868,Otu546,Otu822,Otu207,Otu867,Otu468,Otu295,Otu39,Otu869,Otu378,Otu864,Otu315,Otu669,Otu178,Otu611,Otu870,Otu375,Otu448,Otu574,Otu703,Otu898,Otu722,Otu1079,Otu752,Otu560,Otu853,Otu634,Otu647,Otu637,Otu860,Otu555,Otu650,Otu603,Otu1086,Otu642,Otu1089,Otu174,Otu601,Otu861,Otu1053,Otu476,Otu865,Otu1084,Otu646,Otu594,Otu1067,Otu554,Otu553,Otu849,Otu1081,Otu473,Otu1078,Otu624,Otu147,Otu854,Otu508,Otu478,Otu163,Otu862,Otu856,Otu818,Otu623,Otu871,Otu788,Otu880,Otu846,Otu859,Otu892,Otu863,Otu834,Otu1076,Otu696,Otu901,Otu606,Otu751,Otu777,Otu605,Otu1074,Otu1077,Otu897,Otu894,Otu881,Otu1049,Otu1041,Otu458,Otu562,Otu959,Otu1163,Otu710,Otu631,Otu627,Otu928,Otu1003,Otu249,Otu997,Otu1002,Otu974,Otu531,Otu912,Otu958,Otu920,Otu766,Otu1088,Otu985,Otu1004,Otu379,Otu413,Otu915,Otu407,Otu633,Otu686,Otu971,Otu977,Otu950,Otu404,Otu367,Otu1006,Otu1021,Otu1008,Otu1030,Otu978,Otu1005,Otu564,Otu1019,Otu756,Otu979,Otu212,Otu951,Otu949,Otu943,Otu1018,Otu1013,Otu607,Otu1152,Otu988,Otu982,Otu917,Otu936,Otu511,Otu466,Otu968,Otu937,Otu702,Otu1007,Otu1012,Otu708,Otu664,Otu654,Otu919,Otu1108,Otu980,Otu981,Otu410,Otu991,Otu465,Otu1120,Otu697,Otu1121,Otu998,Otu753,Otu498,Otu370,Otu435,Otu816,Otu427,Otu714,Otu811,Otu666,Otu431,Otu665,Otu844,Otu248,Otu800,Otu891,Otu422,Otu108,Otu158,Otu434,Otu688,Otu904,Otu667,Otu344,Otu775,Otu814,Otu803,Otu436,Otu472,Otu306,Otu976,Otu1010,Otu999,Otu706,Otu1011,Otu1118,Otu1144,Otu1032,Otu832,Otu781,Otu826,Otu339,Otu808,Otu807,Otu762,Otu883,Otu782,Otu1080,Otu1153,Otu354,Otu230,Otu237,Otu1157,Otu809,Otu908,Otu815,Otu283,Otu886,Otu876,Otu872,Otu873,Otu528,Otu401,Otu524,Otu657,Otu933,Otu993,Otu1160,Otu765,Otu625,Otu1017,Otu935,Otu930,Otu715,Otu617,Otu1174,Otu661,Otu569,Otu995,Otu1016,Otu1130,Otu1022,Otu1172,Otu1025,Otu644,Otu1026,Otu1127,Otu996,Otu934,Otu990,Otu1023,Otu989,Otu621,Otu1170,Otu947,Otu1117,Otu1123,Otu1169,Otu1126,Otu1037,Otu474,Otu960,Otu1133,Otu704,Otu270,Otu929,Otu561,Otu672,Otu836,Otu693,Otu1129,Otu114,Otu1181,Otu1175,Otu63,Otu506,Otu191,Otu604,Otu573,Otu940,Otu1031,Otu275,Otu1027,Otu1034,Otu916,Otu823,Otu1039,Otu1183,Otu733,Otu875,Otu831,Otu1101,Otu1125,Otu1033,Otu1154,Otu1182,Otu616,Otu945,Otu941,Otu944,Otu640,Otu455,Otu923,Otu1142,Otu739,Otu748,Otu740,Otu1138,Otu590,Otu701,Otu124,Otu662,Otu1045,Otu966,Otu328,Otu932,Otu614,Otu576,Otu1156,Otu1001,Otu1047,Otu942,Otu931,Otu1151,Otu801,Otu578,Otu584,Otu164,Otu262,Otu277,Otu581,Otu678,Otu804,Otu806,Otu888,Otu732,Otu1140,Otu1137,Otu852,Otu527,Otu447,Otu254,Otu180,Otu360,Otu952,Otu54,Otu298,Otu130,Otu112,Otu292,Otu302,Otu1176,Otu263,Otu681,Otu1134,Otu784,Otu885,Otu172,Otu327,Otu149,Otu253,Otu171,Otu318,Otu10,Otu909,Otu1064,Otu1062,Otu259,Otu392,Otu487,Otu383,Otu496,Otu900,Otu566,Otu1056,Otu903,Otu599,Otu896,Otu307,Otu1055,Otu1052,Otu1161
B1,Bradshaw,34.41944,89.87274476,42.16481,42.16481,9.217311274,32.21681317,623.7916045,241.6878022,56.1672,pine-Doug fir,-0.535773714,-1.072355897,6,0,342,0,593,0,2,0,1,0,31,10,2,0,15,53,2,0,5,2,5,0,2,0,1,1,1,3,39,9,4,0,5,5,0,2,2,4,0,1,2,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,14,2,9,0,0,0,0,0,1,0,0,0,12,0,0,0,14,0,5,2,2,0,0,2,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2,Bradshaw,34.41424,90.12469198,42.16481,42.16481,9.21611338,31.93765876,628.5602182,242.7269091,56.7912,pine-Doug fir,-0.560589713,-1.087600193,0,0,115,0,822,0,0,0,2,0,13,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,2,0,54,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,4,0,0,62,14,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,10,5,0,2,9,5,3,0,5,2,2,4,1,2,4,7,2,0,1,1,0,3,3,0,0,0,1,0,0,0,0,0,0,79,134,2,50,2,0,8,1,4,2,1,0,1,4,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
